temp_h,temp_p,humidity,pressure,timestamp
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.655522
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.658555
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.661593
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.664627
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.667661
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.670705
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.673739
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.676775
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.679811
25.5819988251,27.7791671753,52.0786399841,987.498535156,2017-07-18 20:23:58.682843
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.691341
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.694379
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.697384
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.700390
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.703393
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.706394
25.5819988251,27.78125,52.0786399841,987.495605469,2017-07-18 20:23:58.710248
25.5086326599,27.78125,53.4961166382,987.495605469,2017-07-18 20:23:58.714097
25.5086326599,27.78125,53.4961166382,987.495605469,2017-07-18 20:23:58.717095
25.5086326599,27.78125,53.4961166382,987.495605469,2017-07-18 20:23:58.720098
25.5086326599,27.78125,53.4961166382,987.495605469,2017-07-18 20:23:58.723099
25.5086326599,27.78125,53.4961166382,987.495605469,2017-07-18 20:23:58.726099
25.5086326599,27.78125,53.4961166382,987.491943359,2017-07-18 20:23:58.730944
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.733945
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.736943
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.739989
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.743025
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.746064
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.749103
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.752139
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.755175
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.758212
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.761256
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.764290
25.5086326599,27.7770843506,53.4961166382,987.491943359,2017-07-18 20:23:58.767322
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.772216
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.775251
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.778286
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.781332
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.784367
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.787401
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.790436
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.793470
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.796504
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.799540
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.802574
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.805613
25.5086326599,27.7770843506,53.4961166382,987.488037109,2017-07-18 20:23:58.808650
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.813546
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.816579
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.819616
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.822650
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.825683
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.828717
25.5086326599,27.7833328247,53.4961166382,987.486083984,2017-07-18 20:23:58.831755
25.5269737244,27.7833328247,53.7022171021,987.486083984,2017-07-18 20:23:58.836505
25.5269737244,27.7833328247,53.7022171021,987.486083984,2017-07-18 20:23:58.839543
25.5269737244,27.7833328247,53.7022171021,987.486083984,2017-07-18 20:23:58.842579
25.5269737244,27.7833328247,53.7022171021,987.486083984,2017-07-18 20:23:58.845615
25.5269737244,27.7833328247,53.7022171021,987.486083984,2017-07-18 20:23:58.848650
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.856927
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.859983
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.862990
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.865990
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.868991
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.871995
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.874995
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.877995
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.880996
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.883996
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.886996
25.5269737244,27.7854156494,53.7022171021,987.489501953,2017-07-18 20:23:58.890016
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.894914
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.897947
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.900986
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.904019
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.907054
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.910093
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.913129
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.916164
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.919204
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.922240
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.925274
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.928307
25.5269737244,27.7749996185,53.7022171021,987.489990234,2017-07-18 20:23:58.931341
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.936233
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.939273
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.942308
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.945342
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.948376
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.951448
25.5269737244,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.954484
25.4719486237,27.7729167938,53.7022171021,987.489501953,2017-07-18 20:23:58.958375
25.4719486237,27.7729167938,50.5854568481,987.489501953,2017-07-18 20:23:58.962303
25.4719486237,27.7729167938,50.5854568481,987.489501953,2017-07-18 20:23:58.965338
25.4719486237,27.7729167938,50.5854568481,987.489501953,2017-07-18 20:23:58.968375
25.4719486237,27.7729167938,50.5854568481,987.489501953,2017-07-18 20:23:58.971444
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.976340
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.979376
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.982411
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.985445
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.988479
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.991517
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.994552
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:58.997586
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:59.000623
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:59.003658
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:59.006693
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:59.009740
25.4719486237,27.7833328247,50.5854568481,987.489990234,2017-07-18 20:23:59.012775
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.021307
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.024345
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.027349
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.030352
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.033353
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.036352
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.039354
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.042356
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.045356
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.048356
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.051363
25.4719486237,27.7749996185,50.5854568481,987.491699219,2017-07-18 20:23:59.055215
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.059264
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.062304
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.065338
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.068372
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.071409
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.074447
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.077483
25.4719486237,27.7791671753,50.5854568481,987.494384766,2017-07-18 20:23:59.081379
25.4719486237,27.7791671753,53.2311248779,987.494384766,2017-07-18 20:23:59.085271
25.4719486237,27.7791671753,53.2311248779,987.494384766,2017-07-18 20:23:59.088306
25.4719486237,27.7791671753,53.2311248779,987.494384766,2017-07-18 20:23:59.091343
25.4719486237,27.7791671753,53.2311248779,987.494384766,2017-07-18 20:23:59.094377
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.099272
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.102316
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.105358
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.108398
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.111442
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.114481
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.117520
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.120561
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.123599
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.126637
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.129679
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.132719
25.4719486237,27.7770843506,53.2311248779,987.493164062,2017-07-18 20:23:59.135760
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.140670
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.143705
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.146739
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.149777
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.152810
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.155844
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.158889
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.161921
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.164957
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.167992
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.171031
25.4719486237,27.7833328247,53.2311248779,987.4921875,2017-07-18 20:23:59.174068
25.4719486237,27.7833328247,53.2311248779,987.491943359,2017-07-18 20:23:59.178969
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.185652
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.188681
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.191687
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.194690
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.197691
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.200706
25.4719486237,27.7729167938,53.2311248779,987.491943359,2017-07-18 20:23:59.204557
25.4536075592,27.7729167938,53.193271637,987.491943359,2017-07-18 20:23:59.208406
25.4536075592,27.7729167938,53.193271637,987.491943359,2017-07-18 20:23:59.211446
25.4536075592,27.7729167938,53.193271637,987.491943359,2017-07-18 20:23:59.214453
25.4536075592,27.7729167938,53.193271637,987.490722656,2017-07-18 20:23:59.219300
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.222305
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.225307
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.228310
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.231353
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.234392
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.237427
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.240450
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.243454
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.246457
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.249468
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.252506
25.4536075592,27.7833328247,53.193271637,987.490722656,2017-07-18 20:23:59.255541
25.4536075592,27.7833328247,53.193271637,987.493652344,2017-07-18 20:23:59.260514
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.263553
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.266588
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.269628
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.272666
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.275702
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.278738
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.281807
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.284844
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.287880
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.290918
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.293953
25.4536075592,27.78125,53.193271637,987.493652344,2017-07-18 20:23:59.296988
25.4536075592,27.78125,53.193271637,987.491943359,2017-07-18 20:23:59.301889
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.304925
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.307958
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.310998
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.314033
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.317087
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.320125
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.323160
25.4536075592,27.7770843506,53.193271637,987.491943359,2017-07-18 20:23:59.326195
25.2885322571,27.7770843506,56.7138214111,987.491943359,2017-07-18 20:23:59.330947
25.2885322571,27.7770843506,56.7138214111,987.491943359,2017-07-18 20:23:59.333983
25.2885322571,27.7770843506,56.7138214111,987.491943359,2017-07-18 20:23:59.337020
25.2885322571,27.7770843506,56.7138214111,987.484863281,2017-07-18 20:23:59.341922
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.344957
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.351739
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.354778
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.357781
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.360827
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.363842
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.366843
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.369847
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.372849
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.375848
25.2885322571,27.7791671753,56.7138214111,987.484863281,2017-07-18 20:23:59.378885
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.383734
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.386736
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.389758
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.392796
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.395832
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.398873
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.401874
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.404878
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.407879
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.410909
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.413945
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.416979
25.2885322571,27.7729167938,56.7138214111,987.479980469,2017-07-18 20:23:59.420016
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.424909
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.427945
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.430981
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.434016
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.437050
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.440087
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.443121
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.446155
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.449195
25.2885322571,27.7729167938,56.7138214111,987.482666016,2017-07-18 20:23:59.453085
25.4352645874,27.7729167938,52.2174453735,987.482666016,2017-07-18 20:23:59.456974
25.4352645874,27.7729167938,52.2174453735,987.482666016,2017-07-18 20:23:59.460013
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.464936
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.467993
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.471070
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.474110
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.477149
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.480190
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.483229
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.486267
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.489309
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.492349
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.495388
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.498428
25.4352645874,27.7729167938,52.2174453735,987.487304688,2017-07-18 20:23:59.501469
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.506369
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.509406
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.516100
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.519126
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.522141
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.525141
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.528139
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.531143
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.534144
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.537143
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.540146
25.4352645874,27.7687492371,52.2174453735,987.496337891,2017-07-18 20:23:59.543148
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.547990
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.550995
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.553999
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.556998
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.560021
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.563092
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.566129
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.569172
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.572202
25.4352645874,27.7749996185,52.2174453735,987.490722656,2017-07-18 20:23:59.576095
25.5086326599,27.7749996185,52.5413169861,987.490722656,2017-07-18 20:23:59.579989
25.5086326599,27.7749996185,52.5413169861,987.490722656,2017-07-18 20:23:59.583023
25.5086326599,27.7770843506,52.5413169861,987.490234375,2017-07-18 20:23:59.587917
25.5086326599,27.7770843506,52.5413169861,987.490234375,2017-07-18 20:23:59.590954
25.5086326599,27.7770843506,52.5413169861,987.490234375,2017-07-18 20:23:59.593988
25.5086326599,27.7770843506,52.5413169861,987.490234375,2017-07-18 20:23:59.597023
25.5086326599,27.7770843506,52.5413169861,987.490234375,2017-07-18 20:23:59.600063
